问题,出现总次数,出现的数据集数量,出现的数据集列表
What type of land-cover best describes the environment in the image?,1,1,Landsat30-AU-VQA-train
How many distinct islands can be identified in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the urban area and the natural vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the rectangular fields?,1,1,Landsat30-AU-VQA-train
How many rivers can be clearly seen in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland and the natural bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
What is the dominant land cover type in the lower left part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridors and the urban fabric?,1,1,Landsat30-AU-VQA-train
How many rivers or streams are clearly visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the stream and the fields in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the natural bare surfaces and the drainage network?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridor and the cleared land?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the bare surfaces and the vegetated areas in this image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the forest and the cultivated cropland?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the fields and the road corridors in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is visible as a prominent feature in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the hydrological network and the bare ground in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland fields and the road corridors?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the open-pit mines and the surrounding forests?,1,1,Landsat30-AU-VQA-train
How many distinct patches of irrigated fields are visible in the image?,1,1,Landsat30-AU-VQA-train
How many airport runways are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare surface bands and the vegetation in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is present in the centre part of the image?,1,1,Landsat30-AU-VQA-train
How many distinct rivers can be seen crossing the image?,1,1,Landsat30-AU-VQA-train
How many rivers or streams can be identified in the image?,1,1,Landsat30-AU-VQA-train
How many irrigated circles can be seen in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the open pit mine and the road corridors?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare surface and the sparsely vegetated areas?,1,1,Landsat30-AU-VQA-train
How many roads can be seen in the image?,1,1,Landsat30-AU-VQA-train
How many distinct sandy beaches can be observed in the image?,1,1,Landsat30-AU-VQA-train
Which type of land cover is most characteristic of the scene in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare surface and artificial surfaces in the image?,1,1,Landsat30-AU-VQA-train
Which of the following key objects can be seen in the lower part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the reservoir and the bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the coastal feature and the water body in the image?,1,1,Landsat30-AU-VQA-train
How many distinct waterbodies are visible in the upper left quadrant?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the urban area and the surrounding cropland?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridor and the rectangular fields in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridors and the vegetated surfaces?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the sandy beaches and the water in the image?,1,1,Landsat30-AU-VQA-train
What best describes the spatial arrangement of the streams in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the sandy beach areas and the ocean in this image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the stream and the bare surface in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the streams and the bare surface in the image?,1,1,Landsat30-AU-VQA-train
"How many distinct water bodies (river, pond, lake) can be observed in the image?",1,1,Landsat30-AU-VQA-train
How many distinct town or urban area clusters are visible in the image?,1,1,Landsat30-AU-VQA-train
How many small towns can be observed in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the surrounding forests?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river-like features and the bare landscape?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the bare surface and the river system in the image?,1,1,Landsat30-AU-VQA-train
How many distinct open pit mines can be seen crossing the agricultural fields?,1,1,Landsat30-AU-VQA-train
How many distinct dry riverbeds can be seen branching across the image?,1,1,Landsat30-AU-VQA-train
How many open pit mines are visible crossing the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland and the forests in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the green patches and the fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river corridor and the surrounding vegetation in the image?,1,1,Landsat30-AU-VQA-train
How many distinct urban centers are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland and the ponds in the image?,1,1,Landsat30-AU-VQA-train
What type of land cover predominantly appears in this image?,1,1,Landsat30-AU-VQA-train
Which type of land-cover best describes the main environment in the image?,1,1,Landsat30-AU-VQA-train
How many rivers are visible in this image?,1,1,Landsat30-AU-VQA-train
What is the primary type of land cover visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the bare ground and the cultivated cropland?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland and the urban area?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the irrigation channels and the fields?,1,1,Landsat30-AU-VQA-train
How many runways can be seen in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the sand dunes and the bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between natural terrestrial vegetation and bare ground in the image?,1,1,Landsat30-AU-VQA-train
Which of the following features is visible in the right edge part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the irrigated cropland and the urban area?,1,1,Landsat30-AU-VQA-train
How many distinct roads can be identified crossing through the fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland and the bare soil in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare ground and the vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the forest and the urban area in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the water body and the surrounding land?,1,1,Landsat30-AU-VQA-train
Where is the open pit mine located relative to the center of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridor and the cultivated cropland?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the green fields and the coastline in this image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between vegetated patches and bare surface in the image?,1,1,Landsat30-AU-VQA-train
How many watr bodies can be identified in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between cropland and forests in the image?,1,1,Landsat30-AU-VQA-train
How many distinct road corridors are visible crossing the image?,1,1,Landsat30-AU-VQA-train
How many lakes or ponds are visible in the image?,1,1,Landsat30-AU-VQA-train
How many distinct towns or urban areas are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the rectangular fields and the natural terrestrial vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare surfaces and the escarpment in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridor and the patchwork fields in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the urban fabric in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated cropland fields and the river?,1,1,Landsat30-AU-VQA-train
How many distinct cloud patches can be seen in the image?,1,1,Landsat30-AU-VQA-train
How many distinct towns in the image?,1,1,Landsat30-AU-VQA-train
